game_id,min_players,max_players,avg_time,year,avg_rating,geek_rating,age,weight,Category_average,Mechanic_average
17027,3,6,20.0,2005,6.12447,5.79852,10,1.1084,0.06560267655303373,0.0412243947858473
17053,2,5,20.0,2005,6.4332,6.05549,8,1.0479,0.02475811556198571,0.03856494413407822
17133,2,6,120.0,2005,7.69032,7.42125,10,3.0247,0.007475058022123761,0.015471756672873994
17136,2,4,30.0,2004,5.55693,5.50256,8,2.0328,0.014648702414323176,0.016410614525139665
17161,3,5,120.0,2006,6.49404,6.13365,14,2.7964,0.013292341079663622,0.03786662011173184
17223,2,6,180.0,2005,6.65786,6.32303,12,3.5025,0.03144497694185731,0.04441340782122905
17226,2,5,240.0,2005,7.30567,7.03658,13,3.3418,0.032426078307261054,0.029771880819366853
17240,2,6,30.0,2005,6.51511,6.15108,8,1.3191,0.01835609006239262,0.02866620111731844
17329,2,4,15.0,2005,6.82954,6.57935,4,1.0458,0.016035205111975166,0.03732541899441341
17392,2,6,360.0,2006,7.93013,7.19252,12,4.1673,0.011773216384844923,0.03142458100558659
17393,2,4,600.0,2006,7.40268,6.0735,12,3.6713,0.017783404165536365,0.02685055865921788
17396,2,2,60.0,2008,7.30443,6.60565,10,2.1111,0.013789673569038792,0.04081703910614525
17405,3,5,240.0,2005,7.99229,6.93867,14,4.0268,0.026313409892395334,0.008054003724394786
17419,3,4,45.0,2005,7.89703,6.43828,10,2.6723,0.011483859300117551,0.0360451582867784
17449,2,5,60.0,2005,6.38924,6.01679,12,2.2555,0.024776200379781173,0.02935288640595903
17465,2,10,60.0,2007,6.17973,5.67419,8,1.5972,0.015643367393073516,0.03619064245810056
17484,1,2,120.0,2005,7.33917,5.99419,12,3.3934,0.012184645989691654,0.02097765363128492
17534,2,4,25.0,2005,5.81352,5.58612,9,1.2545,0.05461614974229134,0.04304003724394786
17709,2,8,30.0,2005,5.40237,5.45511,8,1.2683,0.037345148747626365,0.0057262569832402235
17710,2,6,240.0,2005,6.7408,6.28048,10,3.0639,0.02065286192241613,0.04427374301675977
17804,2,5,90.0,2004,6.77657,5.91922,12,3.0351,0.03644090785785333,0.03400837988826816
17816,2,6,30.0,2005,5.71216,5.55838,6,1.2333,0.060810199837236636,0.06449022346368716
17835,2,4,90.0,2005,5.96848,5.76001,12,1.8371,0.021038671368719297,0.035777467411545624
17851,1,2,60.0,2005,6.29737,5.82352,12,2.0076,0.019923440937999217,0.025663407821229053
17855,1,4,20.0,2005,5.66354,5.54067,8,1.2152,0.019215118907677006,0.05418994413407821
17970,2,2,60.0,2005,6.49677,5.86007,10,2.2931,0.011646622660276698,0.02701117318435754
18098,2,2,180.0,2007,7.99282,6.82778,12,3.6409,0.013789673569038792,0.011987895716945996
18100,3,5,45.0,2005,7.00409,6.63054,12,2.2872,0.015191246948186998,0.03536312849162011
18243,3,6,120.0,2005,6.34856,5.81206,12,3.0143,0.017044940772221722,0.017859636871508378
18258,3,5,60.0,2005,6.9209,6.55817,10,2.3177,0.01880821050727914,0.024740622505985632
18289,3,5,40.0,2005,6.59975,5.90336,8,2.0303,0.012930644723754409,0.019902234636871508
18333,2,6,15.0,2005,5.89164,5.61293,8,1.2588,0.10832805859480965,0.06449022346368716
18460,2,2,60.0,2005,7.39933,6.03177,12,3.0565,0.01193597974500407,0.03763966480446928
18500,2,4,60.0,2008,6.89332,6.01115,8,2.4177,0.023449980408114055,0.02644320297951583
18602,2,5,150.0,2005,7.79263,7.6341,12,3.8071,0.029930373451487472,0.0037290502793296083
18723,4,16,30.0,2005,5.89433,5.70348,13,1.3006,0.05176779093950628,0.0037884078212290506
18745,2,2,30.0,2005,7.0663,6.40936,10,2.0949,0.017632697350574194,0.025628491620111733
18803,2,15,20.0,2004,6.07297,5.87378,12,1.2753,0.03217590499442385,0.0047486033519553075
18833,2,2,30.0,2005,7.48659,7.05862,14,2.2009,0.02536395695813365,0.03162011173184358
18866,2,4,45.0,2005,6.37193,6.11183,10,2.2191,0.0228772945112578,0.04575768156424581
18931,3,5,100.0,2006,5.9718,5.65592,12,2.8333,0.022651234288814538,0.03447392923649907
18932,2,5,90.0,2005,6.14404,5.69411,12,3.3238,0.03445157790035265,0.05104748603351955
18946,2,5,25.0,2015,6.1531,5.67245,8,1.3636,0.10832805859480965,0.048463687150837986
18963,2,6,45.0,2005,5.79504,5.56906,10,1.3051,0.05154173071706303,0.0057262569832402235
18985,2,2,60.0,2005,6.96344,6.02227,12,2.8371,0.049353467763812275,0.047695530726256985
19100,2,5,90.0,2005,6.94537,6.5575,10,2.6289,0.021656569310064204,0.01777932960893855
19184,3,5,20.0,2004,6.85674,5.88531,8,1.9348,0.0021701781354552855,0.04078212290502793
19237,4,6,30.0,2005,6.59568,6.4398,10,1.2744,0.03216514022192655,0.02053072625698324
19301,2,4,45.0,2005,6.53149,6.02992,10,2.4365,0.01573379148205082,0.01901187150837989
19348,2,4,180.0,2005,6.814,6.10399,13,3.4638,0.02028513729390843,0.03599860335195531
19363,2,6,60.0,2005,6.68095,5.90777,10,2.1374,0.05298851614069988,0.0412243947858473
19370,3,8,60.0,2005,5.28776,5.30944,12,1.2793,0.01435482412514694,0.003212290502793296
19419,2,4,45.0,2005,6.08396,5.74887,12,2.7308,0.04659854718630376,0.08051675977653631
19427,2,6,30.0,2003,6.8188,6.131,6,1.8984,0.018536938240347228,0.0057262569832402235
19526,2,4,90.0,2005,6.63614,6.2744,10,2.7299,0.02825752780540736,0.04692737430167598
19600,2,6,120.0,2005,7.09003,6.6927,12,2.9921,0.018862464960665522,0.020251396648044696
19622,2,2,360.0,2006,7.66951,6.36299,12,2.573,0.01193597974500407,0.02334148044692738
19643,2,2,20.0,2006,6.70475,6.11793,12,2.5731,0.04421737950990143,0.05694832402234637
19646,2,5,30.0,2005,5.86798,5.60012,7,1.2766,0.029930373451487476,0.011452513966480447
19650,2,5,60.0,2005,6.43383,5.91577,10,2.8344,0.01501039877023239,0.04748603351955307
19764,2,2,30.0,2005,6.80946,6.18177,10,2.7531,0.018536938240347228,0.016689944134078212
19777,2,5,240.0,2005,7.85449,7.2377,14,3.9776,0.020737257738794947,0.01880237430167598
19841,2,2,5.0,2005,6.39321,6.07687,8,1.8675,0.018536938240347228,0.009217877094972068
19854,2,8,60.0,2005,7.40523,5.9946,12,3.3922,0.021038671368719297,0.026424581005586596
19857,2,5,60.0,2005,7.48483,7.27975,12,2.9286,0.04765349489103897,0.033711592178770955
19947,3,5,45.0,2005,6.26426,5.87378,8,2.2071,0.01270458450131115,0.02987081005586592
19948,2,5,60.0,2006,6.43979,6.00361,9,1.943,0.017029870090725503,0.04171322160148976
19989,2,4,45.0,2005,6.15374,5.78571,8,2.0127,0.021837417488018807,0.022648975791433892
19995,2,5,90.0,2006,6.88995,6.15251,12,2.9,0.009223257075684962,0.019008379888268156
19996,2,4,20.0,2005,6.67356,6.00618,5,1.1193,0.027790336679024627,0.013128491620111732
19999,2,2,30.0,2005,6.86342,6.45096,8,2.1054,0.017632697350574194,0.04587988826815642
20022,2,4,45.0,2006,6.41137,5.98228,10,2.2548,0.015643367393073516,0.021042830540037246
20079,3,7,120.0,2008,6.63455,5.89785,10,2.0169,0.03141332851071525,0.03599860335195531
20080,2,4,60.0,2005,6.32782,5.92053,8,2.1667,0.01808481779546071,0.020810055865921787
20100,3,7,25.0,2005,6.94205,6.78644,10,1.219,0.01754227326159689,0.0050977653631284914
20133,2,2,240.0,2008,7.41421,6.09664,12,3.0721,0.01193597974500407,0.02200884543761639
20134,2,3,90.0,2005,6.81402,6.19986,10,2.7306,0.017632697350574194,0.02278282122905028
20195,2,4,20.0,2003,6.26237,5.70581,7,1.6364,0.018536938240347228,0.017271880819366852
20437,2,4,90.0,2010,7.32796,6.97602,12,2.3563,0.031256593423154594,0.02962290502793296
20542,2,2,180.0,2007,8.00432,6.45074,12,3.8915,0.01193597974500407,0.04158519553072626
20545,1,12,20.0,2005,6.31148,6.01916,6,1.1357,0.029116556650691745,0.027129888268156425
20551,3,5,120.0,2006,7.54801,7.30403,12,3.372,0.027217650782168368,0.015921787709497207
20750,2,15,20.0,2005,6.18948,5.77504,12,1.2439,0.03217590499442385,0.0057262569832402235
20782,2,2,15.0,2005,6.86438,5.86636,8,2.1892,0.020707116375802512,0.01962290502793296
20806,2,6,20.0,2005,6.46772,5.96867,12,1.7241,0.06311601410615787,0.03694134078212291
20847,2,6,60.0,2006,5.86095,5.59036,10,1.7922,0.07604665882991228,0.029958100558659218
20865,2,8,120.0,2005,6.50079,5.81082,14,2.7475,0.007595623474093498,0.03249534450651769
20963,2,5,180.0,2005,7.13749,6.8672,10,2.9502,0.021918799168098378,0.028561452513966485
21050,2,2,180.0,2006,7.93595,7.37988,12,3.2361,0.01193597974500407,0.007891061452513967
21133,2,2,60.0,2005,8.06491,6.34656,12,3.8523,0.021322000180848177,0.01617783985102421
21239,3,5,45.0,2006,5.09597,5.38084,10,1.5882,0.018536938240347228,0.03880353817504655
21241,1,4,30.0,2006,7.41113,7.1637,13,2.61,0.03201012749796546,0.0323463687150838
21287,2,4,90.0,2006,6.33374,5.88331,10,2.7296,0.01380474425053501,0.027695530726256985
21293,2,5,30.0,2006,5.61265,5.53549,10,1.4433,0.04164029297404829,0.06449022346368716
21348,2,5,60.0,2006,7.40888,7.11239,8,2.2443,0.009042408897730355,0.033368249534450646
21380,3,5,90.0,2005,6.78929,5.92833,10,2.3636,0.04164029297404829,0.016934357541899443
21441,2,4,60.0,2006,6.85834,6.49289,10,2.5629,0.024324079934894657,0.04988361266294227
21464,2,5,60.0,2006,6.23804,5.85687,8,1.8,0.04376525906501492,0.038163407821229046
21523,2,6,240.0,2005,6.88278,6.59663,12,2.6798,0.03644090785785333,0.029574022346368717
21550,2,4,20.0,2006,6.91419,6.42105,7,1.9426,0.015643367393073516,0.0375
21551,2,2,240.0,2008,7.99393,6.26328,12,3.8,0.0215661452210869,0.030889199255121045
21632,2,5,45.0,2006,6.45987,6.18835,10,1.7313,0.027127226693191064,0.03151187150837989
21641,2,4,30.0,2005,6.42012,5.98952,8,1.7037,0.025002260602224435,0.0321054469273743
21654,2,6,45.0,2006,6.53699,6.06847,10,2.0969,0.03951532688308165,0.0393854748603352
21704,2,5,30.0,2006,5.85885,5.63856,10,1.767,0.01835609006239262,0.035020949720670394
21709,3,5,15.0,2006,6.09239,5.67669,8,1.3978,0.042830876812249445,0.04760242085661081
21754,3,7,30.0,2006,6.25385,5.88409,10,1.6023,0.10832805859480965,0.05018621973929236
21763,2,2,30.0,2006,7.03082,6.87212,9,2.1871,0.01473912650330048,0.02650139664804469
21790,2,4,60.0,2006,7.1073,6.9663,10,2.2625,0.00440063899689544,0.03717877094972067
21791,2,4,45.0,2006,6.52494,6.13822,8,2.1324,0.023012930644723754,0.07709497206703911
21882,2,4,50.0,2006,7.03894,6.77958,14,2.2976,0.03951532688308165,0.04354748603351955
21892,2,5,75.0,2006,6.44822,5.94163,12,2.6708,0.03445157790035265,0.021578212290502795
21920,2,5,90.0,2006,6.76377,6.37237,12,3.1891,0.009132832986707659,0.04550744878957169
21930,2,8,10.0,2006,6.3451,5.74586,8,1.0455,0.042288332278385625,0.019297020484171323
21954,3,5,120.0,2006,6.92468,6.30171,13,3.2768,0.02167163999156042,0.032583798882681564
21955,2,4,20.0,2006,5.83174,5.6023,8,1.3125,0.023826747445519485,0.031052141527001864
21985,2,5,30.0,2006,6.66694,5.82647,6,1.1944,0.015402236489134039,0.0057262569832402235
22038,2,6,240.0,2006,6.86364,6.4573,12,3.5115,0.01808481779546071,0.011751795690343177
22141,3,5,60.0,2006,6.80653,6.54408,10,2.2855,0.017632697350574194,0.031486654252017375
22143,2,2,240.0,2006,8.05368,6.19527,12,3.5111,0.01193597974500407,0.024217877094972067
22192,2,5,90.0,1990,7.28372,6.23944,10,2.1818,0.032426078307261054,0.021333798882681564
22198,2,5,30.0,2006,6.21454,5.91221,10,1.8664,0.10832805859480965,0.059951117318435755
22237,3,6,40.0,2006,6.43923,5.86387,10,1.4174,0.05202399252494198,0.08051675977653631
22245,2,2,30.0,2006,6.31821,5.86405,12,1.6777,0.05954426259155439,0.08051675977653631
22278,2,4,45.0,2006,6.44188,5.96505,8,1.8613,0.0015372095126141604,0.050139664804469276
22287,3,5,30.0,2006,6.2842,5.92131,8,1.5837,0.005606293516592821,0.016515363128491622
22345,2,4,60.0,2006,7.09308,6.83294,8,2.3643,0.03644090785785333,0.02905027932960894
22347,2,2,20.0,1998,6.41287,5.84097,8,1.3263,0.05223498206588902,0.011662011173184359
22348,3,10,45.0,2005,6.97804,6.31387,12,1.2157,0.020300207975404647,0.0022346368715083797
22398,2,4,25.0,2007,6.67468,6.01332,10,1.4286,0.004340356270910571,0.0407122905027933
22457,2,2,180.0,2006,6.73383,5.89155,12,2.6522,0.01193597974500407,0.04671787709497207
22465,2,4,5.0,2006,6.20513,5.6794,10,1.66,0.018536938240347228,0.007087988826815643
22484,2,2,30.0,2006,7.10469,6.41726,10,1.8509,0.018536938240347228,0.029591480446927373
22497,2,6,30.0,2006,6.22623,5.77726,8,1.0405,0.054932634053711904,0.04682262569832402
22532,2,6,45.0,2007,6.8488,6.10182,12,1.9562,0.029622931548964643,0.011435055865921785
22545,2,5,120.0,2007,7.55004,7.26438,10,3.1273,0.012908038701510083,0.021047486033519552
22551,2,5,120.0,2006,6.82868,6.01322,10,2.1188,0.021038671368719297,0.034581005586592176
22825,2,4,120.0,2007,7.21822,6.66258,12,3.4652,0.013043674834976038,0.033130486831604154
22827,2,6,240.0,2007,7.339,6.95763,12,3.8327,0.018486702635359835,0.02430167597765363
22864,2,5,15.0,2006,6.02057,5.68371,8,1.1316,0.02950085902884528,0.0057262569832402235
22877,1,1,300.0,2008,7.78485,6.35321,12,4.1442,0.007215842300388823,0.01468808193668529
22889,2,7,30.0,2006,5.41782,5.45417,6,1.125,0.013902703680260422,0.020926443202979515
22897,2,2,60.0,2006,7.17891,6.14776,13,2.695,0.02380414142327516,0.05652932960893855
22938,2,4,45.0,2006,5.82052,5.59049,10,2.1667,0.013925309702504747,0.004958100558659218
22948,3,6,120.0,2006,5.97361,5.64833,10,1.8286,0.041730717063025585,0.03805865921787709
23010,2,6,120.0,1999,6.35341,5.71197,8,2.28,0.019124694818699703,0.03835195530726258
23053,2,4,60.0,2006,6.26527,5.76262,10,2.5776,0.009991861831992042,0.0259427374301676
23094,2,5,180.0,2008,7.16126,6.57253,14,3.75,0.026614823522319673,0.008886173184357542
23107,2,6,40.0,2006,6.49986,6.1259,10,1.8194,0.028815143020767403,0.024874301675977654
23142,2,8,20.0,2006,6.01763,5.78429,10,1.5587,0.05118003436115381,0.029231843575418998
23451,3,4,30.0,2006,6.54247,6.05659,10,2.4058,0.01758748530608554,0.009958100558659217
23540,2,6,210.0,2004,8.11095,6.5152,14,3.9808,0.020616692286825212,0.009986033519553074
23604,3,16,180.0,2006,7.06017,6.01948,10,1.9806,0.005154173071706303,0.02786312849162011
23679,2,2,180.0,2008,7.43318,6.30714,12,2.614,0.025318744913644997,0.04671787709497207
23686,3,8,60.0,2006,6.41873,6.05822,8,1.2457,0.020300207975404647,0.011662011173184357
23730,2,4,60.0,2006,6.5193,6.05383,10,2.4504,0.0102179220544353,0.01915153631284916
23817,3,6,360.0,2006,7.56043,6.06267,12,4.2083,0.026313409892395334,0.01679469273743017
23890,2,4,15.0,2006,6.56051,5.82975,5,1.1154,0.010941314766253731,0.04399441340782123
23964,2,6,30.0,1999,4.48105,5.2077,9,1.2857,0.04376525906501492,0.01026536312849162
23985,3,5,60.0,2007,6.59057,5.95126,12,2.375,0.015869427615516775,0.03716247672253258
24037,2,4,60.0,1986,6.57189,6.04098,8,1.5577,0.019531603219097568,0.016026536312849164
24068,4,8,60.0,2005,6.82011,6.57272,10,1.8208,0.03671218012478524,0.03306564245810056
24157,2,6,360.0,2006,5.7686,5.60162,10,2.7581,0.03958766615426349,0.051710893854748606
24181,2,6,180.0,2006,7.61489,7.27411,13,3.5707,0.022304608614401544,0.00957701516360734
24304,2,6,30.0,2007,6.23969,5.85204,10,1.3211,0.042800735449257006,0.04549581005586592
24310,2,4,45.0,2007,6.56422,6.29821,13,1.6629,0.0464418120987431,0.028631284916201115
24396,3,6,120.0,2006,6.12976,5.71481,14,2.4741,0.01849172619585858,0.019762569832402235
24416,3,8,30.0,2006,6.33384,5.73682,10,1.4912,0.005606293516592821,0.0057262569832402235
24417,2,5,45.0,2006,6.81956,6.43683,10,2.4936,0.011122162944208336,0.02880586592178771
24480,2,4,120.0,2006,7.2961,7.12663,12,2.8244,0.019915905597251104,0.004643854748603351
24508,2,4,45.0,2006,7.18019,6.89001,8,2.2735,0.01681888054977846,0.02880586592178771
24509,2,6,30.0,2006,6.46053,6.00761,8,1.8878,0.047532929439069234,0.06449022346368716
24565,4,5,60.0,2002,6.47773,5.89546,9,1.3117,0.024444645386864392,0.02170041899441341
24703,2,2,60.0,2007,6.99647,6.29902,8,2.063,0.014716520481056152,0.04101489757914339
24742,2,2,60.0,2007,6.64161,6.31055,12,1.8575,0.02985803418030563,0.019238826815642457
24762,2,2,30.0,2006,6.51572,6.03894,10,2.4518,0.02644904602586129,0.035020949720670394
24770,3,5,30.0,2006,6.1794,5.76536,8,1.4252,0.06560267655303373,0.030540037243947857
24773,2,5,60.0,2006,6.90992,6.3808,7,2.4344,0.009042408897730355,0.013756983240223463
24800,1,4,120.0,2008,7.52631,6.83132,10,3.0,0.01193597974500407,0.0288268156424581
24827,2,4,30.0,2006,6.8513,6.42994,12,2.0364,0.056575338336799584,0.04478584729981378
24843,3,5,90.0,2006,6.72406,5.88355,12,3.0119,0.019486391174608916,0.016689944134078212
24878,2,2,60.0,2006,6.94767,5.85441,12,2.8267,0.031716249208789224,0.047695530726256985
24920,1,2,180.0,2006,7.13071,5.98171,12,2.1881,0.01193597974500407,0.0006284916201117318
24935,2,5,60.0,2006,5.85598,5.61396,10,2.1908,0.06420110317388551,0.04933659217877095
24947,2,6,40.0,2006,6.92685,5.79083,13,2.7667,0.04772131295777194,0.05694832402234637
25021,2,2,180.0,2011,8.05789,7.36035,14,2.7631,0.009223257075684962,0.033845437616387336
25071,3,6,90.0,2007,6.21964,5.95778,10,1.7082,0.0446242879102993,0.03805865921787709
25114,2,6,60.0,2006,6.60562,5.82564,10,2.2985,0.020887964553757122,0.04912709497206704
25213,3,24,30.0,2002,6.66841,5.78474,12,1.2,0.013503330620610663,0.0125
25224,2,5,120.0,2006,6.92038,6.27551,12,3.1783,0.02604213762546342,0.018882681564245808
25234,3,4,120.0,2006,6.44312,5.94904,10,2.5473,0.01573379148205082,0.013442737430167597
25261,2,10,120.0,2007,6.47576,6.09262,11,2.7291,0.022877294511257796,0.04045623836126629
25277,2,2,120.0,2009,7.39785,6.20994,12,2.6418,0.017361425083642284,0.029569034317637667
25292,2,4,180.0,2010,7.4276,7.18195,13,3.2343,0.018211411520028937,0.031759776536312845
25417,2,2,60.0,2006,7.36841,7.05733,10,2.7637,0.03128673478614703,0.03557960893854749
25420,3,4,45.0,2006,6.51182,5.90552,10,3.0764,0.016185911926937337,0.026382681564245815
25491,2,6,60.0,2006,6.20887,5.8008,8,1.7155,0.015326883081652953,0.061068435754189944
25554,2,5,75.0,2007,7.35386,7.14526,10,2.7507,0.02644904602586129,0.024214385474860337
25568,2,4,45.0,2008,7.03117,6.6357,8,2.2113,0.020887964553757122,0.030481843575418995
25584,2,5,45.0,2007,6.49595,5.93583,10,1.9483,0.03332127678813636,0.028247206703910618
25613,2,4,120.0,2006,7.95967,7.75817,12,4.1724,0.02880007233927118,0.027874767225325888
25643,2,4,60.0,2006,6.92299,6.54683,10,2.5734,0.020887964553757122,0.029923184357541897
25669,2,4,45.0,2006,6.78695,6.648,6,1.636,0.018536938240347228,0.03919925512104283
25674,2,5,90.0,2006,6.36939,5.97126,10,3.5628,0.029229586761913375,0.03704608938547486
25685,1,5,120.0,2008,6.11758,5.75907,12,3.324,0.014558278325345873,0.030293296089385476
25729,2,2,90.0,2007,7.49877,6.07689,12,2.5948,0.013834885613527444,0.02334148044692738
25738,4,4,60.0,2006,6.29962,5.72844,12,1.5667,0.010918708744009404,0.008467178770949721
25794,2,2,60.0,2007,7.03843,5.97063,12,2.0769,0.014325759239404235,0.04664804469273743
25821,8,18,30.0,2001,6.76127,6.53877,10,1.3203,0.018374174880188082,0.014329608938547487
25823,2,5,45.0,2006,6.48057,5.87821,8,1.5618,0.007821683696536758,0.04399441340782123
25951,4,8,40.0,2010,6.45674,6.04869,10,1.974,0.043331223437923866,0.04045623836126629
26055,2,6,240.0,2000,6.91467,5.85925,12,3.5098,0.01678012736878819,0.023935055865921786
26235,2,2,20.0,2007,6.49121,5.82522,8,1.8841,0.018536938240347228,0.0138268156424581
26457,2,4,300.0,2008,7.52211,6.39587,12,3.3099,0.0215661452210869,0.02912011173184358
26472,2,5,30.0,2007,5.77553,5.59035,10,1.2254,0.10832805859480965,0.08051675977653631
26566,2,4,90.0,2009,7.25471,6.74961,12,3.0478,0.02348012177110649,0.021578212290502795
26696,2,8,60.0,1996,5.19304,5.33806,8,1.6386,0.022003194984477198,0.01958100558659218
26859,2,8,45.0,2007,5.77559,5.59356,8,1.4156,0.0329143683877385,0.015167597765363128
26884,2,6,15.0,2007,5.73545,5.581,10,1.0714,0.06334207432860113,0.08051675977653631
26990,3,5,90.0,2007,7.15122,6.73381,12,3.248,0.018785604485034812,0.0171927374301676
26997,2,2,150.0,2012,7.80082,6.81856,12,3.2892,0.012629231093830065,0.0503840782122905
27048,1,2,45.0,2007,6.62527,6.04333,10,2.4874,0.00994664978750339,0.008077281191806332
27117,2,6,15.0,2006,6.19064,5.71038,7,1.2414,0.04985381438948669,0.030540037243947857
27162,2,5,90.0,2007,7.2001,7.05274,13,2.4301,0.033321276788136366,0.030446927374301675
27165,2,4,45.0,2007,6.37545,5.82248,10,2.4052,0.03969617506103626,0.0412243947858473
27172,2,2,25.0,2007,6.54473,5.9214,10,2.3656,0.015643367393073516,0.02786312849162011
27173,2,4,60.0,2007,7.2538,6.97298,10,2.5382,0.023645899267564878,0.012831703910614526
27225,1,8,15.0,2006,6.36183,6.17962,7,1.3425,0.009404105253639569,0.02786312849162011
27298,2,5,45.0,2006,6.18645,5.69019,10,1.75,0.04376525906501492,0.0388268156424581
27356,2,4,35.0,2007,6.39476,6.06067,8,2.0314,0.018536938240347228,0.029574022346368717
27364,2,4,75.0,2007,6.92691,6.59452,10,2.8694,0.04952979473731802,0.04856843575418995
27385,2,5,50.0,2007,6.22702,5.84487,10,2.2348,0.03445157790035265,0.04392458100558659
27389,2,8,30.0,2006,5.37115,5.41382,12,1.3462,0.015161105585194562,0.04196927374301676
27463,3,6,90.0,2008,6.61148,6.05674,12,2.9118,0.017564879283841216,0.03397346368715084
27532,2,6,45.0,2008,6.19032,5.77425,10,2.0108,0.041821141152002896,0.00935754189944134
27588,2,5,45.0,2007,6.84198,6.69057,8,1.8597,0.0228772945112578,0.038163407821229046
27627,2,6,90.0,2007,6.52729,6.28642,13,2.1927,0.03644090785785333,0.031197625698324023
27708,2,2,120.0,2007,7.59702,7.26886,12,3.203,0.0102179220544353,0.032105446927374305
27710,1,4,15.0,2007,5.69887,5.62431,7,1.2386,0.029116556650691745,0.04245810055865922
27746,3,5,90.0,2007,7.22035,6.95159,10,2.7503,0.014558278325345873,0.032220670391061454
27823,2,4,60.0,2007,5.93122,5.6154,12,2.0506,0.041821141152002896,0.0736731843575419
27833,3,5,90.0,2009,7.60918,7.32385,10,3.4582,0.020616692286825212,0.012558193668528865
27848,2,4,90.0,2009,6.65477,6.19067,12,3.2734,0.032258793742653044,0.03722067039106145
27940,2,4,15.0,2007,5.87619,5.66811,8,1.069,0.01930554299665431,0.0736731843575419
27976,2,4,60.0,2007,7.61591,6.74444,8,2.2478,0.03293245320553395,0.051710893854748606
28023,2,6,60.0,2007,7.05504,6.89282,8,1.6488,0.009449317298128222,0.043488128491620114
28025,2,6,30.0,2006,6.42056,5.95753,8,1.4568,0.02461343701962203,0.02516294227188082
28037,2,6,30.0,2007,6.02867,5.64448,10,1.4925,0.025996925580974772,0.04508845437616388
28044,1,2,30.0,2005,6.6484,5.79551,12,2.7419,0.04180607047050667,0.028072625698324024
28086,2,6,20.0,2006,6.27955,5.81369,8,1.1709,0.022455315429363715,0.0736731843575419
28089,2,4,30.0,2007,6.84903,6.31279,6,1.5901,0.010602224432588842,0.01658519553072626
28143,2,4,60.0,2007,7.76074,7.66072,12,2.9773,0.037058805799198236,0.022951582867783985
28181,2,2,180.0,2008,8.08952,6.77776,12,3.2152,0.01193597974500407,0.007891061452513967
28185,1,4,90.0,2007,6.45565,5.73401,9,2.2911,0.03700605841396148,0.07709497206703911
28218,3,5,30.0,2007,6.35176,5.81628,8,1.5546,0.04005787141694547,0.035020949720670394
28258,1,4,10.0,2007,5.53513,5.51465,7,1.2059,0.012071615878470023,0.0057262569832402235
28259,3,6,90.0,2007,6.55453,6.28162,12,2.0781,0.049624740030744185,0.021189146049481248
28396,2,5,30.0,2007,6.27741,5.8274,12,1.6183,0.06148838050456641,0.035020949720670394
28620,2,5,90.0,2007,6.56522,6.10491,12,2.9331,0.025077614009705516,0.021578212290502795
28720,2,4,120.0,2007,8.15248,7.94277,14,3.8649,0.020737257738794947,0.024196927374301676
28723,2,4,75.0,2007,6.66487,6.08507,10,2.5892,0.05500798746119299,0.03874301675977653
28829,1,1,120.0,2008,6.97029,6.05182,12,2.4755,0.01193597974500407,0.04671787709497207
29030,2,6,45.0,2007,5.8964,5.60546,10,1.7455,0.045302468577629075,0.0412243947858473
29073,2,5,40.0,2007,6.70071,6.19458,8,1.7079,0.018536938240347228,0.037971368715083796
29096,3,6,20.0,2009,4.78754,5.26314,8,1.1458,0.03809114748168912,0.08051675977653631
29109,2,6,180.0,2007,6.44918,5.94975,12,2.6149,0.02290743587425023,0.035698324022346364
29198,3,6,30.0,2007,5.92745,5.64799,12,1.54,0.0366669680802966,0.05352653631284916
29223,2,4,30.0,2007,6.72314,6.30921,6,1.3711,0.0015372095126141604,0.02583798882681564
29256,2,5,180.0,2007,6.7668,5.83681,10,3.8022,0.008499864363866533,0.017709497206703912
29259,2,2,120.0,2007,6.87886,5.88382,10,2.5781,0.01193597974500407,0.04671787709497207
29294,2,4,120.0,2008,6.16089,5.83652,12,2.5648,0.03144497694185731,0.04876047486033519
29308,2,4,60.0,2007,6.37826,5.92178,10,2.1507,0.028144497694185734,0.05418994413407821
29355,1,5,30.0,2007,6.41184,5.78166,7,1.2679,0.029116556650691745,0.0736731843575419
29368,2,6,90.0,2007,6.95386,6.73014,12,2.2943,0.017881363595261775,0.04038640595903165
29387,2,6,40.0,2007,6.00676,5.83018,8,1.435,0.05583687494348494,0.04760242085661081
29410,2,4,60.0,2008,6.68968,5.92758,10,2.4382,0.017632697350574194,0.03405493482309125
29456,2,4,60.0,2007,5.85083,5.64348,10,1.8036,0.06160894595653615,0.0412243947858473
29581,2,6,60.0,2008,6.31702,5.8821,12,2.6319,0.03418030563342074,0.036708566108007455
29602,2,2,40.0,2008,6.70354,5.87114,12,2.2317,0.016800795731983002,0.04060754189944134
29603,1,2,480.0,2009,8.23924,6.80569,12,3.4294,0.01193597974500407,0.008013268156424582
29613,2,6,30.0,2007,5.03721,5.3181,12,1.4865,0.013816800795731984,0.039455307262569836
29678,2,4,180.0,2008,5.88283,5.68585,12,2.5146,0.03282394429876119,0.03696461824953445
29687,2,6,72.0,2010,6.45537,5.93109,13,1.8349,0.017090152816710374,0.03812849162011173
29773,2,6,15.0,2007,6.61945,5.95844,7,1.1512,0.01808481779546071,0.03079608938547486
29839,2,4,90.0,2007,6.78269,6.19509,10,3.0372,0.015040540133224825,0.02863128491620112
